Review,Sentiment,Cleaned_Review,Tokenized_Review
"Pin của điện thoại mới mà như pin bị chai vậy, xuống rất nhanh. Mình rất thất vọng, mai mình đem ra shop đổi con khác đây!", ,pin của điện thoại mới mà như pin bị chai vậy xuống rất nhanh mình rất thất vọng mai mình đem ra shop đổi con khác đây,pin của điện_thoại mới mà như pin bị chai vậy xuống rất nhanh mình rất thất_vọng mai mình đem ra shop đổi con khác đây
Máy rất dở. Đừng mua uổn tiền lắm. Tui thấy thua cái j7 pro tui xài 6 năm. Máy chạy chậm. Mới mua 2 ngày mà bị đứng máy. Xài chưa tới 10 phút nóng dữ lắm. Trước khi mua cũng mò vô trang này coi mà tui tức k đọc đánh giá. Phải đọc tui thà xài mài dòng r 5 triệu chứ k xài s23 fe. Rất tệ, ,máy rất dở đừng mua uổn tiền lắm tui thấy thua cái j7 pro tui xài 6 năm máy chạy chậm mới mua 2 ngày mà bị đứng máy xài chưa tới 10 phút nóng dữ lắm trước khi mua cũng mò vô trang này coi mà tui tức k đọc đánh giá phải đọc tui thà xài mài dòng r 5 triệu chứ k xài s23 fe rất tệ,máy rất dở đừng mua uổn tiền lắm tui thấy thua cái j7 pro tui xài 6 năm máy chạy chậm mới mua 2 ngày mà bị đứng máy xài chưa tới 10 phút nóng dữ lắm trước khi mua cũng mò vô trang này coi mà tui tức k đọc đánh_giá phải đọc tui thà xài mài dòng r 5 triệu chứ k xài s23 fe rất tệ
"Mình mua đợt đầu tiên luôn .Mình xài ít mà máy nóng khiếp ,pin tụt còn nhanh hơn mấy con dòng A .Xưa nay mình xài ssung nhiều loại rồi nay mới gặp chiếc s23fe này nó nhanh nóng hao pin như vậy", ,mình mua đợt đầu tiên luôn mình xài ít mà máy nóng khiếp pin tụt còn nhanh hơn mấy con dòng a xưa nay mình xài ssung nhiều loại rồi nay mới gặp chiếc s23fe này nó nhanh nóng hao pin như vậy,mình mua đợt đầu_tiên luôn mình xài ít mà máy nóng khiếp pin tụt còn nhanh hơn mấy con_dòng a xưa_nay mình xài ssung nhiều loại rồi nay mới gặp chiếc s23fe này nó nhanh nóng hao pin như_vậy
Mua được 2 tuần máy lỗi nhiều nóng tụt pin. Ko thể chấp nhận được với con máy hơn chục củ, ,mua được 2 tuần máy lỗi nhiều nóng tụt pin ko thể chấp nhận được với con máy hơn chục củ,mua được 2 tuần máy lỗi nhiều nóng tụt pin ko thể chấp_nhận được với con máy hơn chục củ
Mới mua 1 ngày. Lúc 23h45p còn 78% pin. Tắt màn hình đi ngủ tới 4h30 mở lên còn 58% Pin. Gần 5 giờ ko dùng đến mà tuột 20% Pin, ,mới mua 1 ngày lúc 23h45p còn 78 pin tắt màn hình đi ngủ tới 4h30 mở lên còn 58 pin gần 5 giờ ko dùng đến mà tuột 20 pin,mới mua 1 ngày lúc 23h45p còn 78 pin tắt màn_hình đi ngủ tới 4h30 mở lên còn 58 pin gần 5 giờ ko dùng đến mà tuột 20 pin
pin cực kì mau hết, ,pin cực kì mau hết,pin cực_kì mau hết
Mặt kính cảm ứng cường lực nhưng ko chống sước. Dùng dc 2 tháng màn hình sước ko còn chỗ trống. Thua màn hình ip se 2020, ,mặt kính cảm ứng cường lực nhưng ko chống sước dùng dc 2 tháng màn hình sước ko còn chỗ trống thua màn hình ip se 2020,mặt kính cảm_ứng cường_lực nhưng ko chống sước dùng dc 2 tháng màn_hình sước ko còn chỗ trống thua màn_hình ip se 2020
"Mới xài chưa được 2 tuần, camera bị lỗi, ko chụp ảnh được", ,mới xài chưa được 2 tuần camera bị lỗi ko chụp ảnh được,mới xài chưa được 2 tuần camera bị lỗi ko chụp ảnh được
"Mới mua máy SamSung M35 hôm qua, lướt mạng 30 thôi mà máy đã nóng, ra cửa hàng bảo nóng này là bình thường....mình đã dùng các dòng Samdung rồi mà chưa thấy cái ĐT nào nóng như vậy cả....mình phải làm sao", ,mới mua máy samsung m35 hôm qua lướt mạng 30 thôi mà máy đã nóng ra cửa hàng bảo nóng này là bình thườngmình đã dùng các dòng samdung rồi mà chưa thấy cái đt nào nóng như vậy cảmình phải làm sao,mới mua máy samsung m35 hôm_qua lướt mạng 30 thôi mà máy đã nóng ra cửa_hàng bảo nóng này là bình thườngmình đã dùng các dòng samdung rồi mà chưa thấy cái đt nào nóng như_vậy cảmình phải làm_sao
"Lúc mình mua là 22990k, giảm 1 triệu còn 21990k, sau 3 tuần giảm còn 17340k. Do mình hơi đen thôi. Nhưng dùng được 1 tháng 10 ngày rồi thấy cực tệ sạc rất nóng máy, pin nhanh hao, sóng kém, mạng 45G và wifi bắt kém, zalo và mes hay bị lag, nhiều khi đang dùng mà máy bị dừng đột ngột quay trở về màn hình chính. Camera xấu không đẹp như quảng cáo.", ,lúc mình mua là 22990k giảm 1 triệu còn 21990k sau 3 tuần giảm còn 17340k do mình hơi đen thôi nhưng dùng được 1 tháng 10 ngày rồi thấy cực tệ sạc rất nóng máy pin nhanh hao sóng kém mạng 45g và wifi bắt kém zalo và mes hay bị lag nhiều khi đang dùng mà máy bị dừng đột ngột quay trở về màn hình chính camera xấu không đẹp như quảng cáo,lúc mình mua là 22990k giảm 1 triệu còn 21990k sau 3 tuần giảm còn 17340k do mình hơi đen thôi nhưng dùng được 1 tháng 10 ngày rồi thấy cực tệ sạc rất nóng máy pin nhanh hao sóng kém mạng 45g và wifi bắt kém zalo và mes hay bị lag nhiều khi đang dùng mà máy bị dừng đột_ngột quay trở về màn_hình chính camera xấu không đẹp như quảng_cáo
Mai mốt mang đi bảo hành đây tự nhiên sọc màn cho dù không rơi, ,mai mốt mang đi bảo hành đây tự nhiên sọc màn cho dù không rơi,mai_mốt mang đi bảo_hành đây tự_nhiên sọc màn cho_dù không rơi
Mới mua được 3 tháng bây giờ phát hiện ra bức xạ vậy ra đổi có được không, ,mới mua được 3 tháng bây giờ phát hiện ra bức xạ vậy ra đổi có được không,mới mua được 3 tháng bây_giờ phát_hiện ra bức_xạ vậy ra đổi có được không
"Máy mà gọi điện thoại zalo 1 lúc thì nóng lắm, nhanh hết pin, nói chung là ko nên mua dòng máy này. Mình từ xưa đến giờ chỉ dùng ss nhưng chưa con nào bị nóng như con này, ko nên dùng", ,máy mà gọi điện thoại zalo 1 lúc thì nóng lắm nhanh hết pin nói chung là ko nên mua dòng máy này mình từ xưa đến giờ chỉ dùng ss nhưng chưa con nào bị nóng như con này ko nên dùng,máy mà gọi điện_thoại zalo 1 lúc thì nóng lắm nhanh hết pin nói_chung là ko nên mua dòng máy này mình từ xưa đến giờ chỉ dùng ss nhưng chưa con nào bị nóng như con này ko nên dùng
"Máy pin ảo sạc đầy 100% rút sạc ra mở màn hình tụt 1% pin pin dùng còn 5% tự sập nguồn ,mang ra cửa hàng tư vấn thì kêu máy nào cũng vậy iPhone cũng vậy còn tụt nhanh hơn trả biết hỗ trợ tư vấn kiểu gì chịu shop thật ,mì", ,máy pin ảo sạc đầy 100 rút sạc ra mở màn hình tụt 1 pin pin dùng còn 5 tự sập nguồn mang ra cửa hàng tư vấn thì kêu máy nào cũng vậy iphone cũng vậy còn tụt nhanh hơn trả biết hỗ trợ tư vấn kiểu gì chịu shop thật mì,máy pin ảo sạc đầy 100 rút sạc ra mở_màn hình tụt 1 pin pin dùng còn 5 tự sập nguồn mang ra cửa_hàng tư_vấn thì kêu máy nào cũng vậy iphone cũng vậy còn tụt nhanh hơn trả biết hỗ_trợ tư_vấn kiểu gì chịu shop thật mì
Chơi game 1 lúc mà máy nóng lên tới 45, ,chơi game 1 lúc mà máy nóng lên tới 45,chơi game 1 lúc mà máy nóng lên tới 45
S24 bị lỗi mạng 4g 5g không kết nối đc hay bị ngắt kết nối. Chỉ sử dụng được wifi. Đến trung tâm bảo hành SS 3 tháng rồi vẫn không sửa được lỗi, ,s24 bị lỗi mạng 4g 5g không kết nối đc hay bị ngắt kết nối chỉ sử dụng được wifi đến trung tâm bảo hành ss 3 tháng rồi vẫn không sửa được lỗi,s24 bị lỗi mạng 4g 5g không kết_nối đc hay bị ngắt kết_nối chỉ sử_dụng được wifi đến trung_tâm bảo_hành ss 3 tháng rồi vẫn không sửa được lỗi
Bpcskk rất tệ, ,bpcskk rất tệ,bpcskk rất tệ
Máy mới mua 1 tháng đã hỏng main. Chính sách bảo Hành của Vivo rất tệ. Khuyên mn không nên dùng., ,máy mới mua 1 tháng đã hỏng main chính sách bảo hành của vivo rất tệ khuyên mn không nên dùng,máy mới mua 1 tháng đã hỏng main chính_sách bảo_hành của vivo rất tệ khuyên mn không nên dùng
"pin sài nha hết, gọi zalo 10 phút mà nóng rát tai luôn.để chế độ máy bay qua đêm ko làm gi mà cũng tụt , chán giờ mới dùng được 2 tháng mà giờ đổi thu lại giá 1/3", ,pin sài nha hết gọi zalo 10 phút mà nóng rát tai luônđể chế độ máy bay qua đêm ko làm gi mà cũng tụt chán giờ mới dùng được 2 tháng mà giờ đổi thu lại giá 13,pin sài nha hết gọi zalo 10 phút mà nóng rát tai luônđể chế_độ máy_bay qua đêm ko làm gi mà cũng tụt chán giờ mới dùng được 2 tháng mà giờ đổi thu lại giá 13
"Tôi muốn lên đời S24+ hỏi chính sách thu cũ đổi mới thì nhân viên TGDĐ Chi nhánh Thái Bình trả lời rất chung chung và khuyên tôi nên bán ở ngoài. Máy tôi còn 4 tháng bảo hành máy đẹp không xước lỗi lầm gì mà họ bảo máy tôi được 2tr. Trong khi CH bán ra 8tr đề nghị TGDĐ làm rõ cho tôi vấn đề này, rất bức xúc", ,tôi muốn lên đời s24 hỏi chính sách thu cũ đổi mới thì nhân viên tgdđ chi nhánh thái bình trả lời rất chung chung và khuyên tôi nên bán ở ngoài máy tôi còn 4 tháng bảo hành máy đẹp không xước lỗi lầm gì mà họ bảo máy tôi được 2tr trong khi ch bán ra 8tr đề nghị tgdđ làm rõ cho tôi vấn đề này rất bức xúc,tôi muốn lên_đời s24 hỏi chính_sách thu cũ đổi_mới thì nhân_viên tgdđ chi_nhánh thái_bình trả_lời rất chung_chung và khuyên tôi nên bán ở ngoài máy tôi còn 4 tháng bảo_hành máy đẹp không xước lỗi_lầm gì mà họ bảo máy tôi được 2tr trong khi ch bán ra 8tr đề_nghị tgdđ làm rõ cho tôi vấn_đề này rất bức_xúc
"Máy mới mua 1 tháng 2 ngày. Đem về hãng vivo bảo hành thì bảo hư main do hãng. Chính sách bảo hành của hãng vivo rất tệ. Mình hỏi hãng mới mua 1 tháng hư main vậy thay về hư tiếp thì sao. Hãng trả lời hàng điện tử mà chị sao e biết được. Mình thấy rất nhiều bình luận chê dòng máy này mua 1 tháng về là hư main. Nhân viên thế giới di động thì lại giới thiệu dòng máy này tốt, cho những người có thu nhập thấp về sài được 1 tháng. Từ việc này mình sẽ kêu bạn người thân tránh xa tgdd. Quá tệ.", ,máy mới mua 1 tháng 2 ngày đem về hãng vivo bảo hành thì bảo hư main do hãng chính sách bảo hành của hãng vivo rất tệ mình hỏi hãng mới mua 1 tháng hư main vậy thay về hư tiếp thì sao hãng trả lời hàng điện tử mà chị sao e biết được mình thấy rất nhiều bình luận chê dòng máy này mua 1 tháng về là hư main nhân viên thế giới di động thì lại giới thiệu dòng máy này tốt cho những người có thu nhập thấp về sài được 1 tháng từ việc này mình sẽ kêu bạn người thân tránh xa tgdd quá tệ,máy mới mua 1 tháng 2 ngày đem về hãng vivo bảo_hành thì bảo hư main do hãng chính_sách bảo_hành của hãng vivo rất tệ mình hỏi hãng mới mua 1 tháng hư main vậy thay về hư tiếp thì sao hãng trả_lời hàng điện_tử mà chị sao e biết được mình thấy rất nhiều bình_luận chê dòng máy này mua 1 tháng về là hư main nhân_viên thế_giới di_động thì lại giới_thiệu dòng máy này tốt cho những người có thu_nhập thấp về sài được 1 tháng từ việc này mình sẽ kêu bạn người_thân tránh xa tgdd quá tệ
"Mới mua mà thấy pin tụt mau quá, máy nóng, 100% để không mà cũng tụt xuống nhanh nửa", ,mới mua mà thấy pin tụt mau quá máy nóng 100 để không mà cũng tụt xuống nhanh nửa,mới mua mà thấy pin tụt mau quá máy nóng 100 để không mà cũng tụt xuống nhanh nửa
"Điện thoại pin sụt nhanh quá, xem Youtube vài phút là tụt 1%.", ,điện thoại pin sụt nhanh quá xem youtube vài phút là tụt 1,điện_thoại pin sụt nhanh quá xem youtube vài phút là tụt 1
"Mới mua được 1 tháng thì xảy ra tình trạng tụt pin qua đêm, đã tắt toàn bộ các ứng dụng, mạng và bluetooth… chả hiểu nổi. Quá tệ", ,mới mua được 1 tháng thì xảy ra tình trạng tụt pin qua đêm đã tắt toàn bộ các ứng dụng mạng và bluetooth chả hiểu nổi quá tệ,mới mua được 1 tháng thì xảy ra tình_trạng tụt pin qua đêm đã tắt toàn_bộ các ứng_dụng mạng và bluetooth chả hiểu nổi quá tệ
Hàng trưng bày. Sạc 4x lần mà pin tụt còn 94%, ,hàng trưng bày sạc 4x lần mà pin tụt còn 94,hàng trưng_bày sạc 4x lần mà pin tụt còn 94
Máy lỗi đổi khó khăn quá, ,máy lỗi đổi khó khăn quá,máy lỗi đổi khó_khăn quá
Điện thoại mới mua được 2 hôm nhưng pin tụt nhanh và đặc biệt là máy rất nóng. Mới dùng được 1 lúc mà máy nóng ran không dám dùng lâu luôn., ,điện thoại mới mua được 2 hôm nhưng pin tụt nhanh và đặc biệt là máy rất nóng mới dùng được 1 lúc mà máy nóng ran không dám dùng lâu luôn,điện_thoại mới mua được 2 hôm nhưng pin tụt nhanh và đặc_biệt là máy rất nóng mới dùng được 1 lúc mà máy nóng ran không dám dùng lâu luôn
Lc mua k tư vấn kĩ đt nhah hết pin máy nóng như lửa k lên mua, ,lc mua k tư vấn kĩ đt nhah hết pin máy nóng như lửa k lên mua,lc mua k tư_vấn kĩ đt nhah hết pin máy nóng như lửa k lên mua
